fileSize,duration,audio_id,area_start,area_end,category_01,category_02,category_03,note,audioType,gender,generation,dialect
325678,3.692,14.도움요청_103559_label,0.8460000000000001,3.796,일반(위급),도움요청,여_도움요청_개만지지마_개짖는소리,개만지지마,voice,female,adult,standard
325678,3.692,14.도움요청_103731_label,0.2306666666666668,3.670666666666667,일반(위급),도움요청,여_도움요청_개만지지마_개짖는소리,개만지지마,voice,female,adult,standard
325678,3.692,14.도움요청_103756_label,0.8460000000000001,3.906,일반(위급),도움요청,여_도움요청_개만지지마_개짖는소리,개만지지마,voice,female,adult,standard
325678,3.692,14.도움요청_103800_label,0.2306666666666668,3.230666666666667,일반(위급),도움요청,여_도움요청_개만지지마_개짖는소리,개만지지마,voice,female,adult,standard
325678,3.692,14.도움요청_104429_label,0.8460000000000001,3.856,일반(위급),도움요청,여_도움요청_개만지지마_개짖는소리,개만지지마,voice,female,adult,standard
325678,3.692,14.도움요청_104893_label,0.8460000000000001,4.256,일반(위급),도움요청,여_도움요청_개만지지마_개짖는소리,개만지지마,voice,female,adult,standard
325678,3.692,14.도움요청_119972_label,0.8460000000000001,3.456,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와줘요,voice,female,adult,standard
325678,3.692,14.도움요청_120729_label,0.2306666666666668,3.380666666666667,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와줘요,voice,female,adult,standard
325678,3.692,14.도움요청_121999_label,0.8460000000000001,3.446,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와줘,voice,female,adult,standard
325678,3.692,14.도움요청_122560_label,0.2306666666666668,3.400666666666667,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와줘요,voice,female,adult,standard
325678,3.692,14.도움요청_122736_label,0.2306666666666668,4.040666666666667,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와주세요,voice,female,adult,standard
325678,3.692,14.도움요청_122981_label,0.8460000000000001,3.576,일반(위급),도움요청,남_도움요청_도와주세요_개짖는소리,도와주세요,voice,male,adult,standard
325678,3.692,14.도움요청_124619_label,0.8460000000000001,4.026,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와줘,voice,female,adult,standard
325678,3.692,14.도움요청_125727_label,0.2306666666666668,3.360666666666667,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와주세요,voice,female,adult,standard
325678,3.692,14.도움요청_126580_label,0.8460000000000001,4.346,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와주세요,voice,female,adult,standard
325678,3.692,14.도움요청_129463_label,0.8460000000000001,4.176,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와줘요,voice,female,adult,standard
325678,3.692,14.도움요청_129574_label,0.8460000000000001,3.706,일반(위급),도움요청,남_도움요청_도와주세요_개짖는소리,도와주세요,voice,male,adult,standard
325678,3.692,14.도움요청_130135_label,0.8460000000000001,4.166,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와줘요,voice,female,adult,standard
325678,3.692,14.도움요청_130685_label,0.8460000000000001,4.306,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와줘요,voice,female,adult,standard
325678,3.692,14.도움요청_131142_label,0.2306666666666668,3.750666666666667,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와주세요,voice,female,adult,standard
325678,3.692,14.도움요청_135612_label,0.8460000000000001,3.506,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와줘요,voice,female,adult,standard
325678,3.692,14.도움요청_135946_label,0.8460000000000001,4.3759999999999994,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와주세요,voice,female,adult,standard
325678,3.692,14.도움요청_138854_label,0.8460000000000001,3.636,일반(위급),도움요청,남_도움요청_도와주세요_개짖는소리,도와주세요,voice,male,adult,standard
325678,3.692,14.도움요청_139642_label,0.2306666666666668,3.360666666666667,일반(위급),도움요청,남_도움요청_도와주세요_개짖는소리,도와주세요,voice,male,adult,standard
325678,3.692,14.도움요청_33336_label,0.2306666666666668,2.8306666666666667,일반(위급),도움요청,여_도움요청_개조심해_개짖는소리,개조심해,voice,female,adult,standard
325678,3.692,14.도움요청_33993_label,0.2306666666666668,4.050666666666666,일반(위급),도움요청,여_도움요청_개조심해_개짖는소리,개사나워,voice,female,adult,standard
325678,3.692,14.도움요청_38443_label,0.2306666666666668,3.4506666666666668,일반(위급),도움요청,여_도움요청_개조심해_개짖는소리,강아지조심해,voice,female,adult,standard
325678,3.692,14.도움요청_38961_label,0.2306666666666668,2.820666666666667,일반(위급),도움요청,여_도움요청_개조심해_개짖는소리,개조심해,voice,female,adult,standard
325678,3.692,14.도움요청_39672_label,0.8460000000000001,3.566,일반(위급),도움요청,여_도움요청_개조심해_개짖는소리,개조심해,voice,female,adult,standard
325678,3.692,14.도움요청_40032_label,0.2306666666666668,2.9506666666666668,일반(위급),도움요청,여_도움요청_개조심해_개짖는소리,개조심해,voice,female,adult,standard
325678,3.692,14.도움요청_40577_label,0.8460000000000001,3.696,일반(위급),도움요청,여_도움요청_개조심해_개짖는소리,강아지조심해,voice,female,adult,standard
325678,3.692,14.도움요청_41587_label,0.2306666666666668,2.970666666666667,일반(위급),도움요청,여_도움요청_개조심해_개짖는소리,개조심해,voice,female,adult,standard
325678,3.692,14.도움요청_42420_label,0.2306666666666668,3.130666666666667,일반(위급),도움요청,여_도움요청_개조심해_개짖는소리,강아지조심해,voice,female,adult,standard
325678,3.692,14.도움요청_43429_label,0.2306666666666668,2.9206666666666665,일반(위급),도움요청,여_도움요청_문다_개짖는소리,문다,voice,female,adult,standard
325678,3.692,14.도움요청_44221_label,0.2306666666666668,2.9306666666666668,일반(위급),도움요청,여_도움요청_문다_개짖는소리,문다,voice,female,adult,standard
325678,3.692,14.도움요청_45323_label,0.8460000000000001,3.256,일반(위급),도움요청,여_도움요청_문다_개짖는소리,문다,voice,female,adult,standard
325678,3.692,14.도움요청_45936_label,0.8460000000000001,3.366,일반(위급),도움요청,여_도움요청_문다_개짖는소리,문다,voice,female,adult,standard
325678,3.692,14.도움요청_47791_label,0.8460000000000001,3.256,일반(위급),도움요청,여_도움요청_문다_개짖는소리,문다,voice,female,adult,standard
325678,3.692,14.도움요청_48145_label,0.8460000000000001,3.396,일반(위급),도움요청,여_도움요청_문다_개짖는소리,문다,voice,female,adult,standard
325678,3.692,14.도움요청_48461_label,0.8460000000000001,3.316,일반(위급),도움요청,여_도움요청_문다_개짖는소리,문다,voice,female,adult,standard
325678,3.692,14.도움요청_49074_label,0.2306666666666668,2.820666666666667,일반(위급),도움요청,여_도움요청_문다_개짖는소리,문다,voice,female,adult,standard
325678,3.692,14.도움요청_76727_label,0.8460000000000001,3.786,일반(위급),도움요청,여_도움요청_강아지피해_개짖는소리,강아지피해,voice,female,adult,standard
325678,3.692,14.도움요청_79826_label,0.2306666666666668,3.220666666666667,일반(위급),도움요청,여_도움요청_강아지피해_개짖는소리,강아지피해,voice,female,adult,standard
325678,3.692,14.도움요청_80227_label,0.2306666666666668,2.900666666666667,일반(위급),도움요청,여_도움요청_강아지피해_개짖는소리,강아지피해,voice,female,adult,standard
325678,3.692,14.도움요청_82347_label,0.2306666666666668,3.1806666666666668,일반(위급),도움요청,여_도움요청_강아지피해_개짖는소리,강아지피해,voice,female,adult,standard
325678,3.692,14.도움요청_83448_label,0.2306666666666668,3.580666666666667,일반(위급),도움요청,여_도움요청_강아지피해_개짖는소리,강아지피해,voice,female,adult,standard
325678,3.692,14.도움요청_85060_label,0.8460000000000001,3.626,일반(위급),도움요청,여_도움요청_강아지피해_개짖는소리,강아지피해,voice,female,adult,standard
325678,3.692,14.도움요청_85252_label,0.2306666666666668,3.220666666666667,일반(위급),도움요청,여_도움요청_강아지피해_개짖는소리,강아지피해,voice,female,adult,standard
325678,3.692,14.도움요청_86663_label,0.8460000000000001,3.846,일반(위급),도움요청,여_도움요청_강아지피해_개짖는소리,강아지피해,voice,female,adult,standard
325678,3.692,14.도움요청_86813_label,0.2306666666666668,3.070666666666667,일반(위급),도움요청,여_도움요청_강아지피해_개짖는소리,강아지피해,voice,female,adult,standard
477186,5.41,14.도움요청_532687_label,2.5,2.91,일반(위급),도움요청,여_도움요청_물지마,문다,voice,female,adult,standard
479832,5.44,14.도움요청_532659_label,2.5,2.94,일반(위급),도움요청,여_도움요청_물지마,문다,voice,female,adult,standard
481596,5.46,14.도움요청_532692_label,2.5,2.96,일반(위급),도움요청,여_도움요청_물지마,문다,voice,female,adult,standard
484242,5.49,14.도움요청_532665_label,2.5,2.99,일반(위급),도움요청,여_도움요청_물지마,문다,voice,female,adult,standard
486888,5.52,14.도움요청_532697_label,2.5,3.02,일반(위급),도움요청,여_도움요청_물지마,문다,voice,female,adult,standard
487770,5.53,14.도움요청_532633_label,2.5,3.0300000000000002,일반(위급),도움요청,여_도움요청_물지마,문다,voice,female,adult,standard
490416,5.56,14.도움요청_532663_label,2.5,3.06,일반(위급),도움요청,여_도움요청_물지마,문다,voice,female,adult,standard
490964,2.783,14.도움요청_130109_label,0.39149999999999996,3.3515,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와주세요,voice,female,adult,standard
490964,2.783,14.도움요청_131820_label,0.39149999999999996,3.0215,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와줘,voice,female,adult,standard
490964,2.783,14.도움요청_133410_label,0.39149999999999996,3.1615,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와줘,voice,female,adult,standard
490964,2.783,14.도움요청_139515_label,0.39149999999999996,3.2115,일반(위급),도움요청,여_도움요청_도와주세요_개짖는소리,도와주세요,voice,female,adult,standard
493062,5.59,14.도움요청_499156_label,2.5,3.09,일반(위급),도움요청,여_도움요청_도와주세요,도와줘,voice,female,adult,standard
493062,5.59,14.도움요청_532601_label,2.5,3.09,일반(위급),도움요청,여_도움요청_개조심해,개조심해,voice,female,adult,standard
493062,5.59,14.도움요청_532639_label,2.5,3.09,일반(위급),도움요청,여_도움요청_물지마,물지마,voice,female,adult,standard
493062,5.59,14.도움요청_532676_label,2.5,3.09,일반(위급),도움요청,여_도움요청_물지마,문다,voice,female,adult,standard
493062,5.59,14.도움요청_532682_label,2.5,3.09,일반(위급),도움요청,여_도움요청_물지마,문다,voice,female,adult,standard
493944,5.6,14.도움요청_499157_label,2.5,3.1,일반(위급),도움요청,여_도움요청_도와주세요,도와줘,voice,female,adult,standard
494826,5.61,14.도움요청_499112_label,2.5,3.11,일반(위급),도움요청,여_도움요청_도와주세요,도와줘요,voice,female,adult,standard
496590,5.63,14.도움요청_499046_label,2.5,3.13,일반(위급),도움요청,여_도움요청_도와주세요,도와줘,voice,female,adult,standard
496590,5.63,14.도움요청_499075_label,2.5,3.13,일반(위급),도움요청,여_도움요청_도와주세요,도와줘요,voice,female,adult,standard
496590,5.63,14.도움요청_532597_label,2.5,3.13,일반(위급),도움요청,여_도움요청_개조심해,개조심해,voice,female,adult,standard
497472,5.64,14.도움요청_532713_label,2.5,3.14,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
498354,5.65,14.도움요청_532695_label,2.5,3.15,일반(위급),도움요청,여_도움요청_물지마,문다,voice,female,adult,standard
499236,5.66,14.도움요청_499173_label,2.5,3.16,일반(위급),도움요청,여_도움요청_도와주세요,도와줘요,voice,female,adult,standard
499236,5.66,14.도움요청_499178_label,2.5,3.16,일반(위급),도움요청,여_도움요청_도와주세요,도와줘요,voice,female,adult,standard
502764,5.7,14.도움요청_532641_label,2.5,3.2,일반(위급),도움요청,여_도움요청_물지마,문다,voice,female,adult,standard
505410,5.73,14.도움요청_499137_label,2.5,3.23,일반(위급),도움요청,남_도움요청_도와주세요,도와주세요,voice,male,adult,standard
505410,5.73,14.도움요청_532698_label,2.5,3.23,일반(위급),도움요청,여_도움요청_물지마,물지마,voice,female,adult,standard
507174,5.75,14.도움요청_532690_label,2.5,3.25,일반(위급),도움요청,여_도움요청_물지마,물지마,voice,female,adult,standard
507174,5.75,14.도움요청_532721_label,2.5,3.25,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
508056,5.76,14.도움요청_532607_label,2.5,3.26,일반(위급),도움요청,여_도움요청_개조심해,개조심해,voice,female,adult,standard
508938,5.77,14.도움요청_532629_label,2.5,3.27,일반(위급),도움요청,여_도움요청_물지마,물지마,voice,female,adult,standard
508938,5.77,14.도움요청_532680_label,2.5,3.27,일반(위급),도움요청,여_도움요청_물지마,물지마,voice,female,adult,standard
509820,5.78,14.도움요청_499165_label,2.5,3.2800000000000002,일반(위급),도움요청,남_도움요청_도와주세요,도와주세요,voice,male,adult,standard
509820,5.78,14.도움요청_532608_label,2.5,3.2800000000000002,일반(위급),도움요청,여_도움요청_개조심해,개조심해,voice,female,adult,standard
509820,5.78,14.도움요청_532732_label,2.5,3.2800000000000002,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
509820,5.78,14.도움요청_532747_label,2.5,3.2800000000000002,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
510702,5.79,14.도움요청_499122_label,2.5,3.29,일반(위급),도움요청,남_도움요청_도와주세요,도와주세요,voice,male,adult,standard
511584,5.8,14.도움요청_508251_label,2.5,3.3,일반(위급),도움요청,여_도움요청_구해주세요,구조해줘,voice,female,adult,standard
511584,5.8,14.도움요청_508265_label,2.5,3.3,일반(위급),도움요청,여_도움요청_구해주세요,구조해줘,voice,female,adult,standard
511584,5.8,14.도움요청_532750_label,2.5,3.3,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
512466,5.81,14.도움요청_532729_label,2.5,3.31,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
513348,5.82,14.도움요청_532686_label,2.5,3.32,일반(위급),도움요청,여_도움요청_물지마,물지마,voice,female,adult,standard
515112,5.84,14.도움요청_508264_label,2.5,3.34,일반(위급),도움요청,여_도움요청_구해주세요,구조해줘,voice,female,adult,standard
515112,5.84,14.도움요청_532610_label,2.5,3.34,일반(위급),도움요청,여_도움요청_개조심해,강아지조심해,voice,female,adult,standard
515994,5.85,14.도움요청_532595_label,2.5,3.35,일반(위급),도움요청,여_도움요청_개조심해,강아지조심해,voice,female,adult,standard
516876,5.86,14.도움요청_499070_label,2.5,3.36,일반(위급),도움요청,남_도움요청_도와주세요,도와주세요,voice,male,adult,standard
516876,5.86,14.도움요청_499092_label,2.5,3.36,일반(위급),도움요청,남_도움요청_도와주세요,도와주세요,voice,male,adult,standard
516876,5.86,14.도움요청_508213_label,2.5,3.36,일반(위급),도움요청,여_도움요청_구해주세요,구조해줘,voice,female,adult,standard
516876,5.86,14.도움요청_532620_label,2.5,3.36,일반(위급),도움요청,여_도움요청_개조심해,강아지조심해,voice,female,adult,standard
517758,5.87,14.도움요청_508227_label,2.5,3.37,일반(위급),도움요청,여_도움요청_구해주세요,구조해줘,voice,female,adult,standard
517758,5.87,14.도움요청_532600_label,2.5,3.37,일반(위급),도움요청,여_도움요청_개조심해,강아지조심해,voice,female,adult,standard
518640,5.88,14.도움요청_499154_label,2.5,3.38,일반(위급),도움요청,남_도움요청_도와주세요,도와주세요,voice,male,adult,standard
519522,5.89,14.도움요청_499052_label,2.5,3.39,일반(위급),도움요청,여_도움요청_도와주세요,도와주세요,voice,female,adult,standard
519522,5.89,14.도움요청_508153_label,2.5,3.39,일반(위급),도움요청,여_도움요청_구해주세요,구조해줘,voice,female,adult,standard
519522,5.89,14.도움요청_508474_label,2.5,3.39,일반(위급),도움요청,남_도움요청_119에전화해,119에전화해,voice,male,adult,standard
519522,5.89,14.도움요청_532656_label,2.5,3.39,일반(위급),도움요청,여_도움요청_물지마,물지마,voice,female,adult,standard
520404,5.9,14.도움요청_508175_label,2.5,3.4,일반(위급),도움요청,여_도움요청_구해주세요,구조해줘,voice,female,adult,standard
520404,5.9,14.도움요청_508435_label,2.5,3.4,일반(위급),도움요청,남_도움요청_119에전화해,119에전화해,voice,male,adult,standard
520404,5.9,14.도움요청_532649_label,2.5,3.4,일반(위급),도움요청,여_도움요청_물지마,물지마,voice,female,adult,standard
521286,5.91,14.도움요청_508165_label,2.5,3.41,일반(위급),도움요청,여_도움요청_구해주세요,구해주세요,voice,female,adult,standard
521286,5.91,14.도움요청_508511_label,2.5,3.41,일반(위급),도움요청,남_도움요청_119에전화해,119에전화해,voice,male,adult,standard
521286,5.91,14.도움요청_532654_label,2.5,3.41,일반(위급),도움요청,여_도움요청_물지마,물지마,voice,female,adult,standard
522168,5.92,14.도움요청_508210_label,2.5,3.42,일반(위급),도움요청,여_도움요청_구해주세요,구조해줘,voice,female,adult,standard
522168,5.92,14.도움요청_508438_label,2.5,3.42,일반(위급),도움요청,남_도움요청_119에전화해,119에전화해,voice,male,adult,standard
522168,5.92,14.도움요청_532616_label,2.5,3.42,일반(위급),도움요청,여_도움요청_개조심해,강아지조심해,voice,female,adult,standard
523050,5.93,14.도움요청_508249_label,2.5,3.43,일반(위급),도움요청,여_도움요청_구해주세요,구해주세요,voice,female,adult,standard
523050,5.93,14.도움요청_508308_label,2.5,3.43,일반(위급),도움요청,남_도움요청_112에신고해,112에신고해,voice,male,adult,standard
523932,5.94,14.도움요청_508318_label,2.5,3.44,일반(위급),도움요청,여_도움요청_112에신고해,112에신고해,voice,female,adult,standard
523932,5.94,14.도움요청_508499_label,2.5,3.44,일반(위급),도움요청,여_도움요청_119에전화해,119에전화해,voice,female,adult,standard
523932,5.94,14.도움요청_532669_label,2.5,3.44,일반(위급),도움요청,여_도움요청_물지마,물지마,voice,female,adult,standard
523932,5.94,14.도움요청_532708_label,2.5,3.44,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
524814,5.95,14.도움요청_508160_label,2.5,3.45,일반(위급),도움요청,여_도움요청_구해주세요,구해주세요,voice,female,adult,standard
524814,5.95,14.도움요청_508270_label,2.5,3.45,일반(위급),도움요청,여_도움요청_구해주세요,구해주세요,voice,female,adult,standard
524814,5.95,14.도움요청_508516_label,2.5,3.45,일반(위급),도움요청,여_도움요청_119에전화해,119좀불러줘,voice,female,adult,standard
524814,5.95,14.도움요청_532711_label,2.5,3.45,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
524814,5.95,14.도움요청_532736_label,2.5,3.45,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
525696,5.96,14.도움요청_499103_label,2.5,3.46,일반(위급),도움요청,여_도움요청_도와주세요,도와주세요,voice,female,adult,standard
525696,5.96,14.도움요청_508163_label,2.5,3.46,일반(위급),도움요청,여_도움요청_구해주세요,구해주세요,voice,female,adult,standard
525696,5.96,14.도움요청_508224_label,2.5,3.46,일반(위급),도움요청,여_도움요청_구해주세요,구해주세요,voice,female,adult,standard
525696,5.96,14.도움요청_532702_label,2.5,3.46,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
526578,5.97,14.도움요청_508154_label,2.5,3.4699999999999998,일반(위급),도움요청,여_도움요청_구해주세요,구해주세요,voice,female,adult,standard
526578,5.97,14.도움요청_508221_label,2.5,3.4699999999999998,일반(위급),도움요청,여_도움요청_구해주세요,구해주세요,voice,female,adult,standard
526578,5.97,14.도움요청_508369_label,2.5,3.4699999999999998,일반(위급),도움요청,남_도움요청_119에전화해,119에전화해,voice,male,adult,standard
526578,5.97,14.도움요청_508398_label,2.5,3.4699999999999998,일반(위급),도움요청,여_도움요청_119에전화해,119에전화해,voice,female,adult,standard
526578,5.97,14.도움요청_532705_label,2.5,3.4699999999999998,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
527460,5.98,14.도움요청_499196_label,2.5,3.48,일반(위급),도움요청,남_도움요청_도와주세요,도와줘요,voice,male,adult,standard
527460,5.98,14.도움요청_508223_label,2.5,3.48,일반(위급),도움요청,여_도움요청_구해주세요,구조해줘,voice,female,adult,standard
527460,5.98,14.도움요청_508429_label,2.5,3.48,일반(위급),도움요청,남_도움요청_119에전화해,119에전화해,voice,male,adult,standard
527460,5.98,14.도움요청_532739_label,2.5,3.48,일반(위급),도움요청,여_도움요청_강아지피해,개만지지마,voice,female,adult,standard
528342,5.99,14.도움요청_508189_label,2.5,3.49,일반(위급),도움요청,여_도움요청_구해주세요,구해주세요,voice,female,adult,standard
528342,5.99,14.도움요청_508211_label,2.5,3.49,일반(위급),도움요청,여_도움요청_구해주세요,구해주세요,voice,female,adult,standard
528342,5.99,14.도움요청_508258_label,2.5,3.49,일반(위급),도움요청,여_도움요청_구해주세요,구해주세요,voice,female,adult,standard
528342,5.99,14.도움요청_508302_label,2.5,3.49,일반(위급),도움요청,여_도움요청_112에신고해,112에신고해,voice,female,adult,standard
528342,5.99,14.도움요청_508350_label,2.5,3.49,일반(위급),도움요청,여_도움요청_112에신고해,112에신고해,voice,female,adult,standard
528342,5.99,14.도움요청_508360_label,2.5,3.49,일반(위급),도움요청,남_도움요청_112에신고해,112에전화해,voice,male,adult,standard
528342,5.99,14.도움요청_508538_label,2.5,3.49,일반(위급),도움요청,여_도움요청_119에전화해,119에신고해,voice,female,adult,standard
528342,5.99,14.도움요청_532672_label,2.5,3.49,일반(위급),도움요청,여_도움요청_물지마,물지마,voice,female,adult,standard
528342,5.99,14.도움요청_532710_label,2.5,3.49,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
528342,5.99,14.도움요청_532722_label,2.5,3.49,일반(위급),도움요청,여_도움요청_강아지피해,강아지피해,voice,female,adult,standard
529224,6.0,14.도움요청_499055_label,2.5,3.5,일반(위급),도움요청,여_도움요청_도와주세요,도와주세요,voice,female,adult,standard
529224,6.0,14.도움요청_508181_label,2.5,3.5,일반(위급),도움요청,여_도움요청_구해주세요,구조해줘,voice,female,adult,standard
529224,6.0,14.도움요청_508317_label,2.5,3.5,일반(위급),도움요청,여_도움요청_112에신고해,112에신고해,voice,female,adult,standard
529224,6.0,14.도움요청_508431_label,2.5,3.5,일반(위급),도움요청,여_도움요청_119에전화해,119에신고해,voice,female,adult,standard
